session_id,window_id,window_start_sec,window_end_sec,phase,investigation_zone,heart_rate_bpm,rr_mean_ms,rmssd_ms,sdnn_ms,muse_delta_rel,muse_theta_rel,muse_alpha_rel,muse_beta_rel,muse_gamma_rel,muse_accel_mean_g,muse_accel_peak_g,bodycam_motion_score,bodycam_light_change_score,audio_rms_dbfs,audio_peak_dbfs,audio_transient_count,temperature_c,humidity_pct,environmental_noise_db,polar_signal_quality,muse_signal_quality,bodycam_signal_quality,artifact_flag
SITE_03_P03_A,SITE_03_P03_A_W003,20,30,before,baseline_station,64.8,926.4,33.6,47.5,0.31663,0.22265,0.24675,0.17144,0.04252,0.0378,0.1325,0.0868,0.0539,-49.1,-36.0,0,20.5,34.0,34.1,0.9504,0.9093,0.961,False
SITE_03_P03_A,SITE_03_P03_A_W004,30,40,before,baseline_station,65.3,919.2,35.9,49.1,0.3008,0.23029,0.2411,0.17744,0.05038,0.0306,0.0839,0.0326,0.0125,-48.1,-37.4,0,20.6,34.0,32.1,0.966,0.9307,0.9866,False
SITE_03_P03_A,SITE_03_P03_A_W005,40,50,before,baseline_station,69.4,864.2,26.9,36.5,0.29615,0.19996,0.28086,0.174,0.04903,0.005,0.02,0.0231,0.0285,-45.7,-32.7,0,20.6,34.5,34.5,0.9542,0.909,0.9736,False
SITE_03_P03_A,SITE_03_P03_A_W006,50,60,before,baseline_station,67.7,886.1,27.5,28.0,0.29527,0.2139,0.29197,0.14931,0.04955,0.0491,0.1612,0.2031,0.1567,-47.6,-37.6,0,20.7,34.0,33.5,0.9546,0.9275,0.9718,False
SITE_03_P03_A,SITE_03_P03_A_W007,60,70,before,baseline_station,69.1,867.8,37.0,47.6,0.31707,0.20462,0.24929,0.17981,0.04921,0.0272,0.0736,0.0171,0.1217,-50.5,-36.2,0,20.7,34.4,36.7,0.9802,0.9569,0.9883,False
SITE_03_P03_A,SITE_03_P03_A_W008,70,80,before,baseline_station,69.9,858.1,31.8,41.3,0.32988,0.211,0.24411,0.16892,0.04608,0.0286,0.1056,0.0307,0.0927,-47.7,-33.5,0,20.8,34.1,37.6,0.9895,0.8539,0.9843,False
SITE_03_P03_A,SITE_03_P03_A_W009,80,90,before,baseline_station,68.1,881.1,34.5,48.0,0.27687,0.21607,0.29406,0.15477,0.05823,0.0688,0.2412,0.1393,0.0307,-49.3,-36.0,0,21.0,34.4,34.4,0.9557,0.9099,0.9666,False
SITE_03_P03_A,SITE_03_P03_A_W010,90,100,before,baseline_station,65.5,916.5,31.9,40.0,0.30566,0.22193,0.26317,0.15903,0.0502,0.054,0.2008,0.1171,0.0918,-47.6,-33.1,0,21.0,34.6,34.2,0.94,0.9143,0.9743,False
SITE_03_P03_A,SITE_03_P03_A_W011,100,110,before,baseline_station,69.1,868.1,42.5,43.8,0.28546,0.22748,0.27634,0.16389,0.04683,0.0416,0.1792,0.0817,0.0414,-46.3,-31.6,0,21.0,34.6,36.5,0.9643,0.9367,0.9842,False
SITE_03_P03_A,SITE_03_P03_A_W012,110,120,before,baseline_station,69.8,859.2,32.6,37.9,0.3412,0.17976,0.25057,0.16369,0.06478,0.0472,0.1491,0.1252,0.0444,-47.5,-37.5,0,20.9,35.1,35.7,0.9526,0.9193,0.9687,False
SITE_03_P03_A,SITE_03_P03_A_W013,120,130,before,baseline_station,69.2,867.5,46.4,61.1,0.31677,0.17524,0.27279,0.17857,0.05663,0.027,0.0681,0.0152,0.2422,-46.7,-34.7,0,21.0,34.8,34.9,0.9853,0.9058,0.9859,False
SITE_03_P03_A,SITE_03_P03_A_W014,130,140,before,baseline_station,70.9,846.2,37.6,49.9,0.30484,0.19667,0.25784,0.17924,0.0614,0.0859,0.2862,0.2168,0.0579,-48.9,-35.7,0,21.3,34.2,33.9,0.9535,0.8889,0.9731,False
SITE_03_P03_A,SITE_03_P03_A_W015,140,150,before,baseline_station,68.5,875.3,40.0,49.9,0.31908,0.20985,0.25181,0.15698,0.06228,0.0408,0.1527,0.1384,0.0521,-49.6,-35.8,0,21.1,34.2,34.0,0.9581,0.9406,0.9731,False
SITE_03_P03_A,SITE_03_P03_A_W016,150,160,before,baseline_station,65.5,915.4,31.9,45.5,0.29818,0.20905,0.25727,0.18524,0.05025,0.005,0.02,0.0061,0.1335,-47.1,-33.8,0,21.1,33.9,35.2,0.9647,0.9,0.9688,False
SITE_03_P03_A,SITE_03_P03_A_W017,160,170,before,baseline_station,65.5,915.7,36.3,34.8,0.30793,0.22962,0.21273,0.1872,0.06251,0.0238,0.1046,0.0963,0.0101,-48.1,-38.7,0,21.1,34.3,33.7,0.9725,0.9224,0.9787,False
SITE_03_P03_A,SITE_03_P03_A_W018,170,180,before,baseline_station,65.0,923.3,32.0,36.1,0.30245,0.21486,0.25764,0.17963,0.04543,0.0411,0.175,0.0688,0.0942,-50.3,-36.6,0,21.1,34.2,38.5,0.9583,0.9462,0.9939,False
SITE_03_P03_A,SITE_03_P03_A_W019,180,190,before,baseline_station,62.2,964.9,28.7,37.6,0.30641,0.18476,0.27407,0.18625,0.04851,0.0371,0.1327,0.0251,0.1042,-48.2,-38.3,0,21.0,33.9,37.3,0.9635,0.96,0.9815,False
SITE_03_P03_A,SITE_03_P03_A_W020,190,200,before,baseline_station,65.9,910.8,37.4,49.8,0.31394,0.19987,0.25186,0.19017,0.04416,0.0404,0.1381,0.0832,0.007,-47.4,-37.7,0,21.0,33.9,38.5,0.9488,0.9215,0.9808,False
SITE_03_P03_A,SITE_03_P03_A_W021,200,210,before,baseline_station,68.9,871.2,39.4,51.9,0.2706,0.21608,0.28233,0.18496,0.04603,0.0364,0.1126,0.0408,0.0917,-46.6,-35.3,0,20.8,34.1,38.7,0.9764,0.9656,0.9738,False
SITE_03_P03_A,SITE_03_P03_A_W022,210,220,before,baseline_station,67.8,884.6,34.8,45.0,0.2917,0.20717,0.28386,0.16659,0.05068,0.0277,0.1153,0.0743,0.0307,-49.3,-36.8,0,21.0,34.1,35.2,0.9805,0.9541,0.9693,False
SITE_03_P03_A,SITE_03_P03_A_W023,220,230,before,baseline_station,68.1,880.7,45.6,56.9,0.31279,0.21402,0.24112,0.18285,0.04922,0.0385,0.1148,0.0821,0.1425,-45.8,-32.9,0,20.8,34.4,38.1,0.931,1.0,0.9858,False
SITE_03_P03_A,SITE_03_P03_A_W024,230,240,before,baseline_station,69.1,868.3,42.7,53.9,0.32833,0.20599,0.23491,0.16855,0.06223,0.0452,0.1589,0.1228,0.0833,-48.9,-37.0,0,20.8,34.6,37.2,0.9619,0.9459,0.9936,False
SITE_03_P03_A,SITE_03_P03_A_W025,240,250,before,baseline_station,65.4,917.8,46.6,61.3,0.31392,0.22981,0.24374,0.16526,0.04727,0.0471,0.1238,0.1482,0.063,-47.2,-33.4,0,20.9,34.2,37.8,0.994,0.9653,0.9561,False
SITE_03_P03_A,SITE_03_P03_A_W026,250,260,before,baseline_station,67.1,894.0,42.4,49.2,0.31314,0.20867,0.28463,0.13973,0.05383,0.0472,0.1536,0.0791,0.0345,-47.0,-32.9,0,21.0,34.3,35.9,0.9711,0.8987,0.9792,False
SITE_03_P03_A,SITE_03_P03_A_W027,260,270,before,baseline_station,66.3,904.8,46.0,55.1,0.29966,0.20218,0.29152,0.15791,0.04874,0.0287,0.119,0.0064,0.0033,-50.4,-41.2,0,21.1,34.2,35.6,0.973,0.9425,0.9861,False
SITE_03_P03_A,SITE_03_P03_A_W028,270,280,before,baseline_station,69.3,865.4,44.6,57.6,0.30457,0.19676,0.27508,0.17368,0.04991,0.0353,0.0912,0.0526,0.0541,-48.3,-35.0,0,21.0,34.6,38.2,0.9678,0.9757,0.9712,False
SITE_03_P03_A,SITE_03_P03_A_W029,280,290,before,baseline_station,68.4,877.2,41.8,45.3,0.29849,0.19808,0.25582,0.18214,0.06548,0.0633,0.2469,0.1815,0.0396,-51.1,-38.4,0,21.2,34.5,36.7,0.9533,0.9403,1.0,False
SITE_03_P03_A,SITE_03_P03_A_W030,290,300,before,baseline_station,68.7,873.8,38.5,44.8,0.32515,0.20049,0.24554,0.17221,0.05661,0.0365,0.1507,0.041,0.0362,-47.9,-37.2,0,21.0,34.6,37.6,0.9535,0.9447,0.973,False
SITE_03_P03_A,SITE_03_P03_A_W031,300,310,during,zone_a,66.7,899.1,37.9,51.0,0.32268,0.18718,0.27018,0.16926,0.05069,0.058,0.1832,0.0865,0.1102,-48.4,-38.2,0,21.0,34.4,37.1,0.9658,0.9304,0.973,False
SITE_03_P03_A,SITE_03_P03_A_W032,310,320,during,zone_a,66.5,901.8,33.5,47.2,0.29812,0.20799,0.25854,0.17474,0.06061,0.0481,0.1604,0.1051,0.1455,-45.9,-36.3,0,20.8,34.8,33.6,0.9618,0.9271,0.9734,False
SITE_03_P03_A,SITE_03_P03_A_W033,320,330,during,zone_a,68.1,881.6,43.9,55.4,0.28653,0.21993,0.26186,0.16914,0.06254,0.077,0.2201,0.1862,0.0342,-47.5,-34.9,0,21.0,34.5,33.9,0.9615,0.8559,0.9674,False
SITE_03_P03_A,SITE_03_P03_A_W034,330,340,during,zone_a,68.7,873.9,49.8,59.0,0.29844,0.21212,0.25181,0.19167,0.04597,0.0845,0.2847,0.1748,0.028,-47.7,-36.1,0,20.8,34.0,36.5,0.9652,0.9336,0.9736,False
SITE_03_P03_A,SITE_03_P03_A_W035,340,350,during,zone_a,68.6,874.7,33.5,47.8,0.30318,0.20669,0.25645,0.18314,0.05054,0.045,0.2005,0.1205,0.0599,-49.9,-40.4,0,20.6,34.1,35.1,0.9734,0.9419,0.9827,False
SITE_03_P03_A,SITE_03_P03_A_W036,350,360,during,zone_a,66.8,898.0,48.9,54.5,0.2808,0.22488,0.2768,0.17474,0.04277,0.0444,0.1695,0.0812,0.0182,-47.6,-35.2,0,20.6,34.3,36.2,0.9629,0.9502,0.9703,False
SITE_03_P03_A,SITE_03_P03_A_W037,360,370,during,zone_a,63.8,940.4,53.1,66.6,0.26614,0.2222,0.30387,0.16477,0.04303,0.0451,0.1264,0.0895,0.217,-50.6,-38.6,0,20.5,34.2,35.2,0.9993,0.9628,0.9812,False
SITE_03_P03_A,SITE_03_P03_A_W038,370,380,during,zone_a,67.5,889.1,47.5,68.2,0.31721,0.21651,0.2489,0.16691,0.05047,0.0452,0.1382,0.1008,0.046,-49.7,-37.6,0,20.4,33.5,33.5,0.969,0.9784,0.9679,False
SITE_03_P03_A,SITE_03_P03_A_W039,380,390,during,zone_a,69.5,862.9,41.4,52.7,0.30043,0.20102,0.27679,0.16323,0.05852,0.0722,0.1838,0.1983,0.0341,-46.6,-34.7,0,20.4,33.5,33.3,0.956,0.9386,0.9886,False
SITE_03_P03_A,SITE_03_P03_A_W040,390,400,during,zone_a,68.8,872.0,53.0,61.7,0.30568,0.2111,0.25894,0.16404,0.06023,0.0446,0.1927,0.1193,0.1177,-52.0,-37.7,0,20.4,33.8,34.4,0.9598,0.9786,0.9722,False
SITE_03_P03_A,SITE_03_P03_A_W041,400,410,during,zone_a,68.6,875.0,44.0,59.1,0.3353,0.17229,0.25775,0.18152,0.05314,0.0447,0.198,0.1309,0.0277,-49.3,-37.3,0,20.4,33.6,31.5,0.9472,0.9749,0.9861,False
SITE_03_P03_A,SITE_03_P03_A_W042,410,420,during,zone_a,67.9,883.2,48.7,56.8,0.28937,0.19329,0.24977,0.20415,0.06342,0.0659,0.2384,0.183,0.1153,-49.6,-35.7,0,20.3,33.5,33.4,0.9573,0.9297,0.9912,False
SITE_03_P03_A,SITE_03_P03_A_W043,420,430,during,zone_a,66.6,901.6,61.0,76.3,0.33888,0.19584,0.25656,0.1641,0.04463,0.0658,0.1839,0.1545,0.0263,-48.9,-37.9,0,20.4,34.0,32.3,0.9457,0.9674,0.9817,False
SITE_03_P03_A,SITE_03_P03_A_W044,430,440,during,zone_a,72.6,825.9,34.9,43.8,0.31895,0.18925,0.26763,0.18933,0.03483,0.107,0.4132,0.3454,0.0508,-47.8,-38.2,0,20.3,34.2,34.8,0.9264,0.968,0.967,False
SITE_03_P03_A,SITE_03_P03_A_W045,440,450,during,zone_a,67.6,887.6,44.4,58.7,0.30584,0.19779,0.27435,0.17254,0.04948,0.0529,0.1992,0.1548,0.0676,-48.9,-39.5,0,20.5,34.2,35.7,0.9527,0.9214,0.9684,False
SITE_03_P03_A,SITE_03_P03_A_W046,450,460,during,zone_a,60.2,996.7,45.9,45.2,0.26761,0.20214,0.28513,0.18216,0.06296,0.0505,0.156,0.1634,0.1176,-48.8,-38.8,0,20.7,34.3,34.2,0.9517,0.8899,0.9823,False
SITE_03_P03_A,SITE_03_P03_A_W047,460,470,during,zone_a,69.9,858.8,36.7,55.0,0.30374,0.20912,0.26141,0.16714,0.05859,0.0628,0.2199,0.1713,0.0476,-45.3,-34.4,0,20.9,35.3,33.9,0.9592,0.9212,0.9918,False
SITE_03_P03_A,SITE_03_P03_A_W048,470,480,during,zone_a,71.6,838.3,30.3,39.7,0.30008,0.22096,0.26171,0.16439,0.05286,0.0576,0.2016,0.1505,0.0333,-47.3,-34.9,0,20.8,34.9,34.9,0.9722,0.9252,0.9784,False
SITE_03_P03_A,SITE_03_P03_A_W049,480,490,during,zone_a,70.6,849.8,46.4,68.2,0.28993,0.21228,0.25665,0.18641,0.05473,0.0567,0.1983,0.1467,0.0923,-47.0,-34.2,0,21.0,34.1,34.3,0.9399,1.0,0.9805,False
SITE_03_P03_A,SITE_03_P03_A_W050,490,500,during,zone_a,73.4,817.9,34.6,52.5,0.33955,0.18373,0.27436,0.16457,0.03778,0.0599,0.2097,0.1596,0.1887,-51.0,-37.8,0,20.8,34.2,27.2,0.9604,0.9375,0.9911,False
SITE_03_P03_A,SITE_03_P03_A_W051,500,510,during,zone_a,73.6,815.4,37.0,52.1,0.29553,0.22532,0.271,0.14842,0.05973,0.0561,0.1965,0.1446,0.0629,-48.5,-36.7,0,20.8,35.2,35.0,0.9634,0.9404,0.9848,False
SITE_03_P03_A,SITE_03_P03_A_W052,510,520,during,zone_a,73.5,816.0,40.9,50.0,0.30906,0.20501,0.25412,0.18095,0.05085,0.0554,0.194,0.1417,0.0672,-50.5,-40.4,0,20.8,34.8,32.3,0.9718,0.9274,0.9837,False
SITE_03_P03_A,SITE_03_P03_A_W053,520,530,during,zone_a,68.1,881.5,31.8,43.8,0.31963,0.224,0.24404,0.15811,0.05422,0.0613,0.2147,0.1654,0.1308,-49.0,-39.1,0,20.8,34.3,32.6,0.9409,0.9281,0.982,False
SITE_03_P03_A,SITE_03_P03_A_W054,530,540,during,zone_a,71.1,843.7,35.5,43.2,0.27596,0.22817,0.2734,0.17084,0.05164,0.0614,0.215,0.1658,0.0219,-48.9,-37.5,0,20.7,34.0,34.1,0.9572,0.9331,0.9937,False
SITE_03_P03_A,SITE_03_P03_A_W055,540,550,during,zone_a,67.7,886.0,39.9,49.1,0.29087,0.20694,0.26762,0.17813,0.05644,0.0226,0.0845,0.11,0.0197,-46.7,-37.0,0,20.9,33.9,36.5,0.9513,0.9386,0.997,False
SITE_03_P03_A,SITE_03_P03_A_W056,550,560,during,zone_a,70.7,849.0,28.0,33.2,0.30407,0.22346,0.2396,0.18564,0.04723,0.0868,0.3186,0.2664,0.0259,-47.8,-34.1,0,20.9,34.1,37.5,0.9568,0.9466,0.9854,False
SITE_03_P03_A,SITE_03_P03_A_W057,560,570,during,zone_a,62.7,957.1,36.5,42.0,0.29331,0.2033,0.3019,0.15823,0.04326,0.0514,0.1902,0.1387,0.0282,-49.5,-37.5,0,20.7,33.5,37.1,0.969,0.9612,1.0,False
SITE_03_P03_A,SITE_03_P03_A_W058,570,580,during,zone_a,63.9,939.5,29.2,39.4,0.303,0.1911,0.28544,0.16168,0.05878,0.0605,0.2071,0.1229,0.0553,-46.6,-35.9,0,20.9,33.3,34.7,0.9886,0.9135,0.9769,False
SITE_03_P03_A,SITE_03_P03_A_W059,580,590,during,zone_a,65.7,913.3,41.4,51.9,0.29254,0.22257,0.28422,0.16269,0.03799,0.0524,0.157,0.1035,0.024,-44.4,-30.7,0,20.8,33.1,37.4,0.9756,0.9657,0.9755,False
SITE_03_P03_A,SITE_03_P03_A_W060,590,600,during,zone_a,66.2,906.3,45.3,54.4,0.31285,0.1841,0.27582,0.17236,0.05488,0.0614,0.2147,0.1633,0.0188,-51.7,-40.2,0,20.5,33.5,30.7,0.9377,0.957,0.9734,False
SITE_03_P03_A,SITE_03_P03_A_W061,600,610,during,zone_b,64.7,927.0,46.9,63.3,0.31046,0.19644,0.28401,0.1543,0.0548,0.0754,0.1963,0.1548,0.0708,-49.2,-35.7,0,20.5,33.5,36.5,0.9324,0.9373,0.9674,False
SITE_03_P03_A,SITE_03_P03_A_W062,610,620,during,zone_b,64.8,926.5,48.9,64.0,0.31965,0.20943,0.24266,0.16732,0.06095,0.0549,0.1992,0.1219,0.0504,-45.2,-33.0,0,20.7,33.3,37.4,0.9504,0.9533,0.9803,False
SITE_03_P03_A,SITE_03_P03_A_W063,620,630,during,zone_b,69.7,861.0,52.6,67.8,0.26192,0.19223,0.31228,0.17498,0.05858,0.0439,0.155,0.0777,0.1243,-49.6,-36.8,0,20.8,33.3,33.8,0.9333,0.9409,0.9778,False
SITE_03_P03_A,SITE_03_P03_A_W064,630,640,during,zone_b,67.1,894.6,37.1,55.2,0.31287,0.20573,0.26243,0.16233,0.05663,0.0847,0.2561,0.2401,0.0408,-43.9,-32.5,0,20.5,33.0,37.4,0.922,0.8653,0.9745,False
SITE_03_P03_A,SITE_03_P03_A_W065,640,650,during,zone_b,64.4,932.3,40.6,56.7,0.34168,0.2168,0.2471,0.13234,0.06207,0.048,0.1952,0.0933,0.0568,-51.7,-37.0,0,20.8,34.2,32.8,0.9622,0.938,0.9785,False
SITE_03_P03_A,SITE_03_P03_A_W066,650,660,during,zone_b,73.0,822.3,44.1,50.3,0.34806,0.20046,0.24495,0.15325,0.05328,0.038,0.1052,0.132,0.0451,-49.8,-37.7,0,20.8,34.5,33.1,0.9555,1.0,0.9696,False
SITE_03_P03_A,SITE_03_P03_A_W067,660,670,during,zone_b,69.8,859.8,44.6,61.2,0.29241,0.21102,0.26467,0.18361,0.04829,0.0641,0.1971,0.1754,0.0199,-50.0,-38.8,0,20.8,34.3,34.4,0.9652,0.9332,0.9816,False
SITE_03_P03_A,SITE_03_P03_A_W068,670,680,during,zone_b,68.5,875.3,55.8,76.0,0.3137,0.21478,0.26533,0.14564,0.06054,0.0792,0.3426,0.1804,0.0319,-47.1,-27.0,1,20.8,34.6,36.3,0.9383,0.9828,0.9786,False
SITE_03_P03_A,SITE_03_P03_A_W069,680,690,during,zone_b,65.6,914.9,49.8,65.2,0.29706,0.23157,0.26566,0.15083,0.05488,0.0452,0.1186,0.1014,0.042,-47.9,-36.9,0,20.9,34.3,35.7,0.9632,0.9304,0.9716,False
SITE_03_P03_A,SITE_03_P03_A_W070,690,700,during,zone_b,74.2,808.9,47.4,53.0,0.31837,0.2023,0.254,0.16797,0.05735,0.0621,0.23,0.175,0.0158,-44.4,-33.8,0,20.7,34.3,39.1,0.9552,0.9548,0.9876,False
SITE_03_P03_A,SITE_03_P03_A_W071,700,710,during,zone_b,71.8,835.9,45.2,46.5,0.31425,0.18131,0.27463,0.17565,0.05416,0.057,0.1747,0.168,0.0216,-48.7,-38.3,0,20.7,34.5,36.1,0.9508,0.8953,0.9708,False
SITE_03_P03_A,SITE_03_P03_A_W072,710,720,during,zone_b,69.6,862.6,50.3,55.5,0.3076,0.18963,0.2789,0.17433,0.04953,0.0444,0.1457,0.0882,0.0094,-47.6,-35.3,0,20.7,34.2,36.0,0.9451,0.9351,0.9828,False
SITE_03_P03_A,SITE_03_P03_A_W073,720,730,during,zone_b,68.8,872.5,49.7,60.0,0.31334,0.21479,0.25295,0.17582,0.0431,0.0732,0.2677,0.2296,0.0292,-48.0,-35.4,0,20.9,34.8,38.0,0.9454,0.8853,0.9651,False
SITE_03_P03_A,SITE_03_P03_A_W074,730,740,during,zone_b,69.2,867.4,47.1,55.2,0.30802,0.18191,0.2753,0.17458,0.06018,0.0532,0.2177,0.1248,0.0253,-46.7,-34.4,0,20.9,34.7,40.4,0.9653,0.9476,0.9748,False
SITE_03_P03_A,SITE_03_P03_A_W075,740,750,during,zone_b,72.4,828.9,49.5,56.5,0.31409,0.19477,0.27458,0.16076,0.05581,0.0621,0.2575,0.1158,0.0602,-50.7,-37.6,0,21.0,35.0,36.2,0.9676,0.9193,0.9755,False
SITE_03_P03_A,SITE_03_P03_A_W076,750,760,during,zone_b,70.5,851.0,42.1,51.6,0.32666,0.18073,0.26405,0.18578,0.04278,0.045,0.1845,0.1878,0.046,-47.8,-37.8,0,20.9,35.2,37.6,0.9708,0.9572,1.0,False
SITE_03_P03_A,SITE_03_P03_A_W077,760,770,during,zone_b,71.7,836.6,47.0,59.3,0.29192,0.20712,0.26642,0.18486,0.04968,0.0615,0.2338,0.1754,0.14,-47.1,-33.5,0,20.6,34.6,38.7,0.9619,1.0,0.9809,False
SITE_03_P03_A,SITE_03_P03_A_W078,770,780,during,zone_b,65.7,913.4,45.0,54.0,0.32107,0.17829,0.25936,0.17729,0.06399,0.0419,0.1332,0.1458,0.0609,-47.5,-32.7,0,20.6,34.8,34.8,0.9545,0.9398,0.9809,False
SITE_03_P03_A,SITE_03_P03_A_W079,780,790,during,zone_b,71.7,836.9,52.7,67.9,0.29155,0.20779,0.26944,0.18963,0.04159,0.0587,0.173,0.1371,0.0048,-49.1,-35.3,0,20.7,36.0,34.8,0.936,0.9412,0.9704,False
SITE_03_P03_A,SITE_03_P03_A_W080,790,800,during,zone_b,67.1,893.6,50.3,60.9,0.28996,0.22345,0.2592,0.17578,0.05161,0.0716,0.3015,0.162,0.0325,-51.7,-39.6,0,20.7,36.1,28.5,0.9517,0.9502,0.9772,False
SITE_03_P03_A,SITE_03_P03_A_W081,800,810,during,zone_b,68.6,874.0,48.9,57.5,0.27765,0.22069,0.27561,0.18344,0.0426,0.0638,0.2729,0.1474,0.0141,-51.9,-37.0,0,20.9,36.1,33.2,0.9491,0.9324,0.9851,False
SITE_03_P03_A,SITE_03_P03_A_W082,810,820,during,zone_b,68.8,872.0,47.0,64.8,0.31479,0.21109,0.23182,0.17253,0.06976,0.0548,0.2298,0.1716,0.138,-48.8,-37.9,0,20.9,35.9,31.5,0.9424,0.933,0.9823,False
SITE_03_P03_A,SITE_03_P03_A_W083,820,830,during,zone_b,67.2,893.4,44.1,59.0,0.29438,0.21405,0.25506,0.16666,0.06986,0.043,0.1685,0.0897,0.1218,-51.9,-38.1,0,20.8,35.8,31.3,0.9814,0.9885,0.9808,False
SITE_03_P03_A,SITE_03_P03_A_W084,830,840,during,zone_b,69.7,861.2,48.2,62.4,0.30188,0.22376,0.24572,0.19425,0.0344,0.085,0.3049,0.2093,0.1743,-50.8,-37.0,0,20.9,34.6,32.4,0.9517,0.9114,0.9711,False
SITE_03_P03_A,SITE_03_P03_A_W085,840,850,during,zone_b,67.8,884.3,47.9,55.1,0.29912,0.18653,0.28896,0.16911,0.05627,0.0612,0.1558,0.1148,0.0492,-46.4,-35.4,0,20.7,34.4,31.5,0.972,0.9456,0.9838,False
SITE_03_P03_A,SITE_03_P03_A_W086,850,860,during,zone_b,70.0,857.6,45.0,64.3,0.2827,0.21175,0.29536,0.16602,0.04417,0.032,0.1045,0.0986,0.0092,-49.2,-36.3,0,20.7,33.7,32.4,0.9712,0.9451,0.9903,False
SITE_03_P03_A,SITE_03_P03_A_W087,860,870,during,zone_b,69.3,865.7,50.6,65.1,0.32768,0.19888,0.26448,0.16414,0.04482,0.0516,0.1837,0.0865,0.1163,-50.7,-39.2,0,20.6,33.3,29.5,0.9766,0.9595,0.9776,False
SITE_03_P03_A,SITE_03_P03_A_W088,870,880,during,zone_b,66.8,898.5,32.8,35.0,0.29976,0.2203,0.25144,0.17171,0.05679,0.0519,0.1357,0.1817,0.0671,-48.5,-39.0,0,20.8,33.3,32.0,0.9692,0.9936,0.9784,False
SITE_03_P03_A,SITE_03_P03_A_W089,880,890,during,zone_b,73.4,818.0,40.4,46.2,0.30906,0.20254,0.27007,0.15988,0.05845,0.0744,0.2805,0.2378,0.0478,-51.2,-41.7,0,20.7,33.4,36.7,0.9493,0.9615,0.9844,False
SITE_03_P03_A,SITE_03_P03_A_W090,890,900,during,zone_b,74.3,807.3,40.0,47.6,0.30185,0.19553,0.27267,0.17195,0.058,0.0751,0.2507,0.1968,0.0854,-48.6,-35.7,0,20.8,32.8,32.7,0.955,0.939,0.9669,False
SITE_03_P03_A,SITE_03_P03_A_W091,900,910,during,zone_c,68.1,880.7,43.6,58.4,0.32622,0.18453,0.27155,0.17209,0.04561,0.0533,0.2028,0.1367,0.0836,-50.6,-41.6,0,20.9,32.6,31.8,0.9641,0.92,0.9767,False
SITE_03_P03_A,SITE_03_P03_A_W092,910,920,during,zone_c,64.7,927.8,32.9,43.0,0.31392,0.21634,0.24436,0.1704,0.05499,0.0643,0.2149,0.1635,0.1438,-46.2,-33.6,0,21.1,31.9,38.0,0.969,0.9541,0.9926,False
SITE_03_P03_A,SITE_03_P03_A_W093,920,930,during,zone_c,68.9,871.4,40.2,49.7,0.3032,0.20458,0.29391,0.1401,0.05821,0.0655,0.1938,0.1706,0.0386,-49.9,-37.3,0,20.8,32.0,33.2,0.9457,0.9455,0.9778,False
SITE_03_P03_A,SITE_03_P03_A_W094,930,940,during,zone_c,73.3,818.5,46.4,57.9,0.28119,0.19507,0.2957,0.16876,0.05928,0.0739,0.286,0.1828,0.0954,-47.7,-36.2,0,21.0,31.8,36.0,0.9564,0.9945,0.9593,False
SITE_03_P03_A,SITE_03_P03_A_W095,940,950,during,zone_c,73.8,812.5,45.2,51.5,0.31288,0.21129,0.26557,0.16155,0.04871,0.0538,0.2046,0.1679,0.064,-48.9,-38.0,0,21.0,31.8,37.6,0.9711,0.8876,0.9821,False
SITE_03_P03_A,SITE_03_P03_A_W096,950,960,during,zone_c,67.8,885.2,58.5,74.2,0.31769,0.19978,0.27784,0.15348,0.0512,0.0435,0.1213,0.0908,0.0442,-47.5,-35.1,0,20.9,32.2,34.8,0.9626,0.876,0.9843,False
SITE_03_P03_A,SITE_03_P03_A_W097,960,970,during,zone_c,69.8,859.4,48.0,54.6,0.30827,0.2105,0.27881,0.15871,0.04371,0.0573,0.2072,0.1188,0.2294,-49.8,-40.3,0,21.0,33.1,36.8,0.9415,0.8839,0.9811,False
SITE_03_P03_A,SITE_03_P03_A_W098,970,980,during,zone_c,70.5,851.5,38.4,46.9,0.32157,0.19698,0.27529,0.14973,0.05643,0.0834,0.3475,0.2246,0.0644,-50.1,-39.1,0,20.9,33.3,36.5,0.9405,0.9277,0.9692,False
SITE_03_P03_A,SITE_03_P03_A_W099,980,990,during,zone_c,66.6,900.9,46.1,56.9,0.31312,0.19035,0.26441,0.18055,0.05158,0.0542,0.1832,0.122,0.171,-46.1,-32.1,0,20.8,33.1,38.0,0.9555,0.9318,0.961,False
SITE_03_P03_A,SITE_03_P03_A_W100,990,1000,during,zone_c,67.6,887.8,47.9,59.5,0.31706,0.21033,0.23998,0.17011,0.06252,0.026,0.1113,0.1164,0.0935,-46.7,-34.3,0,20.6,33.5,39.5,0.9489,0.9241,0.9795,False
SITE_03_P03_A,SITE_03_P03_A_W101,1000,1010,during,zone_c,65.1,922.2,48.9,62.6,0.28405,0.20399,0.30321,0.14837,0.06037,0.0655,0.2036,0.1361,0.0997,-46.4,-34.0,0,20.3,33.3,36.6,0.9549,0.9641,0.9707,False
SITE_03_P03_A,SITE_03_P03_A_W102,1010,1020,during,zone_c,66.9,897.4,38.3,49.6,0.28417,0.23461,0.29242,0.1537,0.0351,0.0603,0.1782,0.166,0.1321,-46.8,-34.3,0,20.4,33.6,34.1,0.9536,0.914,0.9683,False
