session_id,site_id,site_name,participant_id,trial,repeat_of_session_id,session_date,start_time_local,planned_duration_minutes,actual_duration_minutes,session_status,primary_analysis_eligible,bodycam_status,muse2_status,polar_status,recording_sync_status,building_type,construction_material,occupancy_status,electricity_available,running_water_available,traffic_level,cellular_signal,temperature_c,humidity_pct,weather_condition,rainfall_mm,wind_kph,ambient_noise_db,known_animals_observed,known_electrical_sources,protocol_deviation,investigator_notes
SITE_08_P03_A,SITE_08,Briar House Basement,P03,A,,2026-03-23,19:50,30,30,completed,True,complete,complete,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,24.1,70.3,clear,0.0,4.3,38.5,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Protocol completed without deviation.
SITE_08_P04_A,SITE_08,Briar House Basement,P04,A,,2026-03-23,20:30,30,30,completed,True,complete,complete,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,24.3,65.0,clear,0.0,4.6,42.7,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Protocol completed without deviation.
SITE_08_P05_A,SITE_08,Briar House Basement,P05,A,,2026-03-23,21:10,30,30,completed,True,complete,complete,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,23.1,66.2,clear,0.0,3.3,42.0,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Protocol completed without deviation.
SITE_08_P06_A,SITE_08,Briar House Basement,P06,A,,2026-03-23,21:50,30,30,completed,True,complete,partial,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,22.0,63.6,clear,0.0,9.5,39.5,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Protocol completed without deviation.
SITE_08_P07_A,SITE_08,Briar House Basement,P07,A,,2026-03-23,22:30,30,30,completed,True,complete,complete,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,23.2,64.1,clear,0.0,6.9,42.9,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Protocol completed without deviation.
SITE_08_P08_A,SITE_08,Briar House Basement,P08,A,,2026-03-23,23:10,30,30,completed,True,complete,complete,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,23.3,64.9,clear,0.0,7.8,37.2,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Protocol completed without deviation.
SITE_08_P09_A,SITE_08,Briar House Basement,P09,A,,2026-03-23,23:50,30,30,completed,True,complete,complete,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,23.5,63.8,clear,0.0,8.5,44.7,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Protocol completed without deviation.
SITE_08_P10_A,SITE_08,Briar House Basement,P10,A,,2026-03-23,00:30,30,19,interrupted,False,partial,partial,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,23.2,66.5,rain,3.0,4.2,38.2,none_observed,"sump_pump,furnace,water_heater",rain,Sump pump and furnace cycle during the night; occupants upstairs. Session interrupted (rain); repeated as trial B.
SITE_08_P10_B,SITE_08,Briar House Basement,P10,B,SITE_08_P10_A,2026-03-24,19:00,30,30,completed,True,complete,complete,complete,synced,residential_basement,concrete_brick,occupied_building,True,True,low,poor,22.6,62.0,clear,0.0,13.0,42.4,none_observed,"sump_pump,furnace,water_heater",,Sump pump and furnace cycle during the night; occupants upstairs. Repeat of interrupted session; protocol completed without deviation.
SITE_09_P01_A,SITE_09,Atlas Textile Mill,P01,A,,2026-03-26,18:30,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.4,65.8,rain,0.9,9.9,45.8,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P02_A,SITE_09,Atlas Textile Mill,P02,A,,2026-03-26,19:10,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.3,74.1,rain,0.6,5.3,42.1,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P03_A,SITE_09,Atlas Textile Mill,P03,A,,2026-03-26,19:50,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.2,66.8,rain,3.1,3.3,43.8,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P04_A,SITE_09,Atlas Textile Mill,P04,A,,2026-03-26,20:30,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.1,67.3,rain,1.9,5.0,46.4,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P05_A,SITE_09,Atlas Textile Mill,P05,A,,2026-03-26,21:10,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.5,73.7,rain,1.5,13.6,44.7,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P06_A,SITE_09,Atlas Textile Mill,P06,A,,2026-03-26,21:50,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.0,73.5,rain,3.9,3.5,43.2,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P07_A,SITE_09,Atlas Textile Mill,P07,A,,2026-03-26,22:30,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.9,66.3,rain,1.8,14.1,41.6,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P08_A,SITE_09,Atlas Textile Mill,P08,A,,2026-03-26,23:10,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.5,63.4,rain,3.1,3.0,41.8,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P09_A,SITE_09,Atlas Textile Mill,P09,A,,2026-03-26,23:50,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,16.5,66.9,rain,3.9,15.0,44.8,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_09_P10_A,SITE_09,Atlas Textile Mill,P10,A,,2026-03-26,00:30,30,30,completed,True,complete,complete,complete,synced,former_factory,brick_steel,inactive,True,False,moderate,good,15.9,70.3,rain,0.8,17.0,44.6,none_observed,"adjacent_substation,security_lighting",,Adjacent substation hum is audible throughout the building. Protocol completed without deviation.
SITE_10_P01_A,SITE_10,East Quarry Service Tunnel,P01,A,,2026-03-29,18:30,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,20.3,44.4,rain,0.6,4.9,30.0,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P02_A,SITE_10,East Quarry Service Tunnel,P02,A,,2026-03-29,19:10,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,20.2,44.8,rain,3.8,6.2,22.5,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P03_A,SITE_10,East Quarry Service Tunnel,P03,A,,2026-03-29,19:50,30,8,interrupted,False,partial,partial,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,20.3,37.6,rain,3.9,7.8,31.7,none_observed,none_on_site,rain,Long tunnel with wind echo; no infrastructure on site. Session interrupted (rain); repeated as trial B.
SITE_10_P03_B,SITE_10,East Quarry Service Tunnel,P03,B,SITE_10_P03_A,2026-03-30,19:00,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,20.2,39.0,rain,0.0,10.1,31.6,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Repeat of interrupted session; protocol completed without deviation.
SITE_10_P04_A,SITE_10,East Quarry Service Tunnel,P04,A,,2026-03-29,20:30,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,20.2,43.0,rain,1.2,6.7,29.8,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P05_A,SITE_10,East Quarry Service Tunnel,P05,A,,2026-03-29,21:10,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,20.6,39.7,rain,3.3,14.9,32.9,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P06_A,SITE_10,East Quarry Service Tunnel,P06,A,,2026-03-29,21:50,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,19.4,42.2,rain,0.9,13.6,29.0,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P07_A,SITE_10,East Quarry Service Tunnel,P07,A,,2026-03-29,22:30,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,22.4,45.1,rain,1.3,9.3,32.2,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P08_A,SITE_10,East Quarry Service Tunnel,P08,A,,2026-03-29,23:10,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,20.4,42.7,rain,3.5,5.1,35.5,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P09_A,SITE_10,East Quarry Service Tunnel,P09,A,,2026-03-29,23:50,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,21.0,39.7,rain,3.4,13.5,30.8,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_10_P10_A,SITE_10,East Quarry Service Tunnel,P10,A,,2026-03-29,00:30,30,30,completed,True,complete,complete,complete,synced,stone_tunnel,stone_concrete,inactive,False,False,very_low,none,22.1,43.5,rain,1.6,12.2,34.7,none_observed,none_on_site,,Long tunnel with wind echo; no infrastructure on site. Protocol completed without deviation.
SITE_11_P01_A,SITE_11,Cedar Creek Ranch House,P01,A,,2026-04-01,18:30,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,24.5,69.3,clear,0.0,8.1,33.9,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P02_A,SITE_11,Cedar Creek Ranch House,P02,A,,2026-04-01,19:10,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,24.6,64.6,clear,0.0,8.1,32.8,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P03_A,SITE_11,Cedar Creek Ranch House,P03,A,,2026-04-01,19:50,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,26.0,68.4,clear,0.0,17.2,35.4,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P04_A,SITE_11,Cedar Creek Ranch House,P04,A,,2026-04-01,20:30,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,26.4,69.4,clear,0.0,16.6,39.2,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P05_A,SITE_11,Cedar Creek Ranch House,P05,A,,2026-04-01,21:10,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,25.2,65.4,clear,0.0,3.4,34.6,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P06_A,SITE_11,Cedar Creek Ranch House,P06,A,,2026-04-01,21:50,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,25.9,61.7,clear,0.0,13.8,42.3,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P07_A,SITE_11,Cedar Creek Ranch House,P07,A,,2026-04-01,22:30,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,24.6,67.1,clear,0.0,12.5,34.0,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P08_A,SITE_11,Cedar Creek Ranch House,P08,A,,2026-04-01,23:10,30,30,completed,True,complete,partial,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,25.0,64.3,clear,0.0,11.9,36.3,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P09_A,SITE_11,Cedar Creek Ranch House,P09,A,,2026-04-01,23:50,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,27.2,65.5,clear,0.0,5.9,36.2,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_11_P10_A,SITE_11,Cedar Creek Ranch House,P10,A,,2026-04-01,00:30,30,30,completed,True,complete,complete,complete,synced,rural_ranch_house,wood_stone,seasonally_used,True,True,very_low,fair,25.1,67.6,clear,0.0,13.3,32.1,none_observed,"well_pump,refrigerator,exterior_lighting",,Well pump and refrigerator cycle intermittently; livestock nearby. Protocol completed without deviation.
SITE_12_P01_A,SITE_12,County Heritage Museum,P01,A,,2026-04-04,18:30,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,19.4,50.3,clear,0.0,8.9,36.9,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_12_P02_A,SITE_12,County Heritage Museum,P02,A,,2026-04-04,19:10,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,18.8,51.0,clear,0.0,8.7,37.1,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_12_P03_A,SITE_12,County Heritage Museum,P03,A,,2026-04-04,19:50,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,17.9,48.0,clear,0.0,6.5,43.3,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_12_P04_A,SITE_12,County Heritage Museum,P04,A,,2026-04-04,20:30,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,17.3,51.0,clear,0.0,10.5,42.7,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_12_P05_A,SITE_12,County Heritage Museum,P05,A,,2026-04-04,21:10,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,17.5,44.9,clear,0.0,4.7,40.1,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_12_P06_A,SITE_12,County Heritage Museum,P06,A,,2026-04-04,21:50,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,17.1,50.5,clear,0.0,3.8,41.6,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_12_P07_A,SITE_12,County Heritage Museum,P07,A,,2026-04-04,22:30,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,18.1,47.1,clear,0.0,13.7,44.1,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_12_P08_A,SITE_12,County Heritage Museum,P08,A,,2026-04-04,23:10,30,17,interrupted,False,partial,partial,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,17.4,48.9,clear,0.0,9.1,41.5,none_observed,"security_system,hvac,display_power,wifi",electrical_maintenance,Security system and display power remain active at night. Session interrupted (electrical maintenance); repeated as trial B.
SITE_12_P08_B,SITE_12,County Heritage Museum,P08,B,SITE_12_P08_A,2026-04-05,19:00,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,18.1,50.7,clear,0.0,15.1,41.2,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Repeat of interrupted session; protocol completed without deviation.
SITE_12_P09_A,SITE_12,County Heritage Museum,P09,A,,2026-04-04,23:50,30,20,interrupted,False,partial,partial,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,18.0,48.0,clear,0.0,14.5,39.0,none_observed,"security_system,hvac,display_power,wifi",livestock_intrusion,Security system and display power remain active at night. Session interrupted (livestock intrusion); repeated as trial B.
SITE_12_P09_B,SITE_12,County Heritage Museum,P09,B,SITE_12_P09_A,2026-04-05,19:00,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,18.7,43.4,clear,0.0,8.0,41.2,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Repeat of interrupted session; protocol completed without deviation.
SITE_12_P10_A,SITE_12,County Heritage Museum,P10,A,,2026-04-04,00:30,30,30,completed,True,complete,complete,complete,synced,museum,brick_concrete,active_daytime,True,True,moderate,good,17.7,48.5,clear,0.0,12.7,37.6,none_observed,"security_system,hvac,display_power,wifi",,Security system and display power remain active at night. Protocol completed without deviation.
SITE_13_P01_A,SITE_13,Maple Street Victorian,P01,A,,2026-04-07,18:30,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,22.5,46.4,clear,0.0,13.0,36.1,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P02_A,SITE_13,Maple Street Victorian,P02,A,,2026-04-07,19:10,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,22.2,48.8,clear,0.0,17.0,36.5,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P03_A,SITE_13,Maple Street Victorian,P03,A,,2026-04-07,19:50,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,21.0,49.3,clear,0.0,4.3,33.8,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P04_A,SITE_13,Maple Street Victorian,P04,A,,2026-04-07,20:30,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,21.3,46.6,clear,0.0,2.7,37.0,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P05_A,SITE_13,Maple Street Victorian,P05,A,,2026-04-07,21:10,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,22.3,46.2,clear,0.0,2.2,40.5,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P06_A,SITE_13,Maple Street Victorian,P06,A,,2026-04-07,21:50,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,23.1,48.3,clear,0.0,7.8,42.3,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P07_A,SITE_13,Maple Street Victorian,P07,A,,2026-04-07,22:30,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,21.3,46.8,clear,0.0,5.8,38.3,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P08_A,SITE_13,Maple Street Victorian,P08,A,,2026-04-07,23:10,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,20.6,48.2,clear,0.0,10.3,43.4,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_13_P09_A,SITE_13,Maple Street Victorian,P09,A,,2026-04-07,23:50,30,19,interrupted,False,partial,partial,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,21.4,45.6,clear,0.0,5.6,34.4,none_observed,"old_wiring,water_heater,street_transformer",building_maintenance_noise,Old wiring and street transformer documented; water heater cycles. Session interrupted (building maintenance noise); repeated as trial B.
SITE_13_P09_B,SITE_13,Maple Street Victorian,P09,B,SITE_13_P09_A,2026-04-08,19:00,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,21.7,49.7,clear,0.0,6.1,41.3,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Repeat of interrupted session; protocol completed without deviation.
SITE_13_P10_A,SITE_13,Maple Street Victorian,P10,A,,2026-04-07,00:30,30,30,completed,True,complete,complete,complete,synced,victorian_house,wood_brick,unoccupied,True,True,low,good,21.5,46.9,clear,0.0,4.6,40.1,none_observed,"old_wiring,water_heater,street_transformer",,Old wiring and street transformer documented; water heater cycles. Protocol completed without deviation.
SITE_14_P01_A,SITE_14,San Aurelio Stone Hacienda,P01,A,,2026-04-10,18:30,30,30,completed,True,complete,partial,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,17.8,64.4,clear,0.0,4.8,32.8,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P02_A,SITE_14,San Aurelio Stone Hacienda,P02,A,,2026-04-10,19:10,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,17.3,58.9,clear,0.0,2.2,30.6,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P03_A,SITE_14,San Aurelio Stone Hacienda,P03,A,,2026-04-10,19:50,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,17.0,60.0,clear,0.0,3.8,32.8,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P04_A,SITE_14,San Aurelio Stone Hacienda,P04,A,,2026-04-10,20:30,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,17.4,55.4,clear,0.0,6.2,34.0,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P05_A,SITE_14,San Aurelio Stone Hacienda,P05,A,,2026-04-10,21:10,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,17.0,56.2,clear,0.0,14.6,29.0,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P06_A,SITE_14,San Aurelio Stone Hacienda,P06,A,,2026-04-10,21:50,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,18.7,58.5,clear,0.0,13.4,30.3,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P07_A,SITE_14,San Aurelio Stone Hacienda,P07,A,,2026-04-10,22:30,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,17.4,49.7,clear,0.0,3.1,28.6,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P08_A,SITE_14,San Aurelio Stone Hacienda,P08,A,,2026-04-10,23:10,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,19.0,53.0,clear,0.0,8.3,31.2,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P09_A,SITE_14,San Aurelio Stone Hacienda,P09,A,,2026-04-10,23:50,30,30,completed,True,complete,complete,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,18.9,55.3,clear,0.0,13.8,33.6,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_14_P10_A,SITE_14,San Aurelio Stone Hacienda,P10,A,,2026-04-10,00:30,30,30,completed,True,complete,partial,complete,synced,abandoned_stone_hacienda,stone_masonry,abandoned,False,False,very_low,poor,16.8,56.8,clear,0.0,12.0,33.0,none_observed,none_on_site,,No infrastructure on site; wind through stone corridors documented. Protocol completed without deviation.
SITE_15_P01_A,SITE_15,Las Palmas Rural Ruins,P01,A,,2026-04-13,18:30,30,30,completed,True,complete,complete,complete,synced,isolated_historic_ruins,stone_adobe,abandoned,False,False,very_low,poor,22.8,71.3,clear,0.0,17.1,29.3,none_observed,none_on_site,,No infrastructure on site; open ruins exposed to wind. Protocol completed without deviation.
SITE_15_P02_A,SITE_15,Las Palmas Rural Ruins,P02,A,,2026-04-13,19:10,30,30,completed,True,complete,complete,complete,synced,isolated_historic_ruins,stone_adobe,abandoned,False,False,very_low,poor,22.7,66.8,clear,0.0,2.0,30.9,none_observed,none_on_site,,No infrastructure on site; open ruins exposed to wind. Protocol completed without deviation.
SITE_15_P03_A,SITE_15,Las Palmas Rural Ruins,P03,A,,2026-04-13,19:50,30,30,completed,True,complete,complete,complete,synced,isolated_historic_ruins,stone_adobe,abandoned,False,False,very_low,poor,23.7,68.2,clear,0.0,16.3,28.1,none_observed,none_on_site,,No infrastructure on site; open ruins exposed to wind. Protocol completed without deviation.
SITE_15_P04_A,SITE_15,Las Palmas Rural Ruins,P04,A,,2026-04-13,20:30,30,15,interrupted,False,partial,partial,complete,synced,isolated_historic_ruins,stone_adobe,abandoned,False,False,very_low,poor,22.7,72.6,clear,0.0,12.9,27.8,none_observed,none_on_site,water_intrusion,No infrastructure on site; open ruins exposed to wind. Session interrupted (water intrusion); repeated as trial B.
SITE_15_P04_B,SITE_15,Las Palmas Rural Ruins,P04,B,SITE_15_P04_A,2026-04-14,19:00,30,30,completed,True,complete,complete,complete,synced,isolated_historic_ruins,stone_adobe,abandoned,False,False,very_low,poor,21.9,72.1,clear,0.0,15.0,30.5,none_observed,none_on_site,,No infrastructure on site; open ruins exposed to wind. Repeat of interrupted session; protocol completed without deviation.
SITE_15_P05_A,SITE_15,Las Palmas Rural Ruins,P05,A,,2026-04-13,21:10,30,30,completed,True,complete,complete,complete,synced,isolated_historic_ruins,stone_adobe,abandoned,False,False,very_low,poor,21.3,69.1,clear,0.0,10.0,25.0,none_observed,none_on_site,,No infrastructure on site; open ruins exposed to wind. Protocol completed without deviation.
